Name,Edition,Count,Condition,Rarity,Buy List Amount,Retail Amount,#N/A,#N/A,,Trade In:,#N/A
Treefolk Mystic,Urza's Legacy,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Treetop Bracers,Nemesis,9,Near Mint,Common,$.003,$0.10,$.027,$0.90,,,
Treetop Rangers,Urza's Saga,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Treetop Village,Urza's Legacy,2,Near Mint,Uncommon,$.750,$2.75,$1.500,$5.50,,,
Tremor,Classic Sixth Edition,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Tremor,Mercadian Masques,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Trench Wurm,Invasion,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Trenching Steed,Prophecy,3,Near Mint,Common,$.003,$0.10,$.009,$0.30,,,
Treva's Attendant,Invasion,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Treva's Charm,Planeshift,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Treva's Ruins,Planeshift,1,Near Mint,Uncommon,$.003,$0.50,$.003,$0.50,,,
Triad of Fates,Theros,57,Near Mint,Rare,$.050,$0.30,$2.850,$17.10,,,
Tribal Flames,Invasion,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Trickster Mage,Nemesis,8,Near Mint,Common,$.003,$0.10,$.024,$0.80,,,
Trinisphere,Darksteel,1,Near Mint,Rare,$7.500,$15.00,$7.500,$15.00,,,
Triskaidekaphobia,Shadows over Innistrad,2,Near Mint,Rare,$.100,$1.25,$.200,$2.50,,,
Troll-Horn Cameo,Invasion,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Tromokratis,Born of the Gods,9,Near Mint,Rare,$.050,$0.30,$.450,$2.70,,,
Tropical Island,Unlimited Edition,1,Played,Rare,$166.250,$305.25,$166.250,$305.25,,,
Tropical Island,Revised Edition,1,Near Mint,Rare,$213.750,$201.88,$213.750,$201.88,,,
Tropical Island,Revised Edition,3,Good (Lightly Played),Rare,$141.250,$237.50,$423.750,$712.50,,,
Tropical Storm,Mirage,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
"Trostani, Selesnya's Voice",Return to Ravnica,3,Near Mint,MythicRare,$1.000,$3.50,$3.000,$10.50,,,
Troubled Healer,Prophecy,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
True Conviction,Scars of Mirrodin,2,Near Mint,Rare,$.100,$1.50,$.200,$3.00,,,
True-Name Nemesis,Commander 2013,3,Near Mint,Rare,$6.500,$13.00,$19.500,$39.00,,,
Tsabo's Decree,Invasion,2,Near Mint,Rare,$.050,$0.65,$.100,$1.30,,,
Tsabo's Web,Invasion,1,Near Mint,Rare,$.050,$0.75,$.050,$0.75,,,
Tsunami,Fourth Edition,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Tsunami,Revised Edition,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Tundra,Revised Edition,1,Good (Lightly Played),Rare,$110.000,$183.18,$110.000,$183.18,,,
Tundra,Revised Edition,1,Heavily Played,Rare,$150.750,$215.50,$150.750,$215.50,,,
Tundra,Unlimited Edition,1,Near Mint,Rare,$260.250,$371.62,$260.250,$371.62,,,
Tundra,Unlimited Edition,1,Played,Rare,$260.250,$371.62,$260.250,$371.62,,,
Tundra Kavu,Apocalypse,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Tundra Wolves,Classic Sixth Edition,1,Played,Common,$.003,$0.10,$.003,$0.10,,,
Tundra Wolves,Legends,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Tunnel Ignus,Scars of Mirrodin,13,Near Mint,Rare,$.050,$0.30,$.650,$3.90,,,
Turf Wound,Invasion,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Twiddle,Unlimited Edition,1,Good (Lightly Played),Common,$.003,$0.25,$.003,$0.25,,,
Twiddle,Unlimited Edition,2,Near Mint,Common,$.003,$0.25,$.006,$0.50,,,
Twilight Mire,Eventide,1,Near Mint,Rare,$22.250,$37.00,$22.250,$37.00,,,
Twilight's Call,Invasion,1,Near Mint,Rare,$.050,$0.65,$.050,$0.65,,,
Twinflame,Journey into Nyx,14,Near Mint,Rare,$.050,$0.30,$.700,$4.20,,,
"Tymaret, the Murder King",Theros,59,Near Mint,Rare,$.050,$0.30,$2.950,$17.70,,,
Tyrant of Discord,Avacyn Restored,41,Near Mint,Rare,$.050,$0.30,$2.050,$12.30,,,
Tyrant of Valakut,Oath of the Gatewatch,28,Near Mint,Rare,$.050,$0.30,$1.400,$8.40,,,
"Ugin, the Spirit Dragon",Fate Reforged,5,Near Mint,Rare,$13.750,$22.75,$68.750,$113.75,,,
Ugin's Insight,Battle for Zendikar,33,Near Mint,MythicRare,$.250,$0.30,$8.250,$9.90,,,
Ugin's Nexus,Khans of Tarkir,87,Near Mint,MythicRare,$.250,$0.99,$21.750,$86.13,,,
Uktabi Efreet,Weatherlight,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
"Ulamog, the Ceaseless Hunger",Battle for Zendikar,1,Near Mint,MythicRare,$6.250,$12.50,$6.250,$12.50,,,
"Ulamog, the Infinite Gyre",Rise of the Eldrazi,1,Near Mint,MythicRare,$9.000,$18.00,$9.000,$18.00,,,
"Ulamog, the Infinite Gyre",Modern Masters 2015 Edition,2,Near Mint,MythicRare,$8.000,$15.75,$16.000,$31.50,,,
Ulvenwald Hydra,Shadows over Innistrad,7,Near Mint,MythicRare,$.500,$2.00,$3.500,$14.00,,,
Ulvenwald Tracker,Avacyn Restored,37,Near Mint,Rare,$.050,$0.65,$1.850,$24.05,,,
Unbreathing Horde,Innistrad,8,Near Mint,Rare,$.100,$1.00,$.800,$8.00,,,
Uncle Istvan,The Dark,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Undead Alchemist,Innistrad,14,Near Mint,Rare,$.050,$0.90,$.700,$12.60,,,
Undercity Plague,Gatecrash,56,Near Mint,Rare,$.050,$0.15,$2.800,$8.40,,,
Underground River,Ice Age,1,Near Mint,Rare,$1.250,$4.75,$1.250,$4.75,,,
Underground Sea,Revised Edition,1,Heavily Played,Rare,$213.500,$331.84,$213.500,$331.84,,,
Underground Sea,Revised Edition,1,Heavily Played,Rare,$232.250,$331.84,$232.250,$331.84,,,
Underground Sea,Revised Edition,1,Played,Rare,$232.250,$304.94,$232.250,$304.94,,,
Underground Sea,Unlimited Edition,1,Good (Lightly Played),Rare,$387.250,$553.15,$387.250,$553.15,,,
Undergrowth Champion,Battle for Zendikar,43,Near Mint,MythicRare,$.250,$1.50,$10.750,$64.50,,,
Undermine,Invasion,1,Near Mint,Rare,$.500,$2.00,$.500,$2.00,,,
Undertaker,Mercadian Masques,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Undertow,Legends,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Underworld Cerberus,Theros,17,Near Mint,MythicRare,$.250,$0.99,$4.250,$16.83,,,
Underworld Connections,Return to Ravnica,24,Near Mint,Rare,$.050,$0.55,$1.200,$13.20,,,
Undo,Visions,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Unearth,Urza's Legacy,2,Near Mint,Common,$.100,$1.50,$.200,$3.00,,,
Unerring Sling,Mirage,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Unexpected Results,Gatecrash,25,Near Mint,Rare,$.050,$0.30,$1.250,$7.50,,,
Unholy Citadel,Legends,2,Near Mint,Uncommon,$.003,$0.50,$.006,$1.00,,,
Unholy Strength,Revised Edition,1,Good (Lightly Played),Common,$.003,$0.10,$.003,$0.10,,,
Unholy Strength,Revised Edition,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Unmask,Mercadian Masques,1,Near Mint,Rare,$1.250,$4.50,$1.250,$4.50,,,
Unnatural Selection,Apocalypse,1,Near Mint,Rare,$.050,$0.65,$.050,$0.65,,,
Unnerve,Urza's Saga,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Unseen Walker,Mirage,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Unstable Mutation,Revised Edition,6,Near Mint,Common,$.003,$0.15,$.018,$0.90,,,
Unsummon,Unlimited Edition,1,Good (Lightly Played),Common,$.003,$0.25,$.003,$0.25,,,
Unsummon,Revised Edition,10,Near Mint,Common,$.003,$0.10,$.030,$1.00,,,
Unwinding Clock,New Phyrexia,1,Near Mint,Rare,$3.000,$6.00,$3.000,$6.00,,,
Unworthy Dead,Urza's Saga,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Updraft,Ice Age,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Uphill Battle,Mercadian Masques,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Urabrask the Hidden,New Phyrexia,1,Near Mint,MythicRare,$5.250,$10.25,$5.250,$10.25,,,
Urborg,Legends,2,Good (Lightly Played),Uncommon,$.500,$3.01,$1.000,$6.01,,,
Urborg Drake,Invasion,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Urborg Elf,Apocalypse,5,Near Mint,Common,$.003,$0.15,$.015,$0.75,,,
Urborg Emissary,Invasion,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Urborg Justice,Weatherlight,4,Near Mint,Rare,$.050,$0.90,$.200,$3.60,,,
Urborg Mindsucker,Visions,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Urborg Phantom,Invasion,5,Near Mint,Common,$.003,$0.15,$.015,$0.75,,,
Urborg Shambler,Invasion,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Urborg Skeleton,Invasion,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Urborg Uprising,Apocalypse,5,Near Mint,Common,$.003,$0.15,$.015,$0.75,,,
Urborg Volcano,Invasion,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
"Urborg, Tomb of Yawgmoth",Magic 2015 Core Set,6,Near Mint,Rare,$5.000,$10.00,$30.000,$60.00,,,
Urza's Avenger,Fourth Edition,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Urza's Bauble,Ice Age,2,Near Mint,Uncommon,$.003,$0.25,$.006,$0.50,,,
Urza's Blueprints,Urza's Legacy,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Urza's Mine,Antiquities,1,Near Mint,Uncommon,$.003,$0.00,$.003,$0.00,,,
Urza's Mine,Antiquities,1,Near Mint,Uncommon,$.003,$0.00,$.003,$0.00,,,
Urza's Mine,Antiquities,1,Good (Lightly Played),Common,$.003,$0.00,$.003,$0.00,,,
Urza's Mine,Chronicles,1,Good (Lightly Played),Uncommon,$.003,$0.25,$.003,$0.25,,,
Urza's Mine,Antiquities,1,Near Mint,Common,$.003,$0.90,$.003,$0.90,,,
Urza's Mine,Chronicles,1,Good (Lightly Played),Uncommon,$.003,$0.00,$.003,$0.00,,,
Urza's Miter,Antiquities,1,Near Mint,Rare,$.750,$3.00,$.750,$3.00,,,
Urza's Power Plant,Antiquities,1,Near Mint,Uncommon,$.003,$0.00,$.003,$0.00,,,
Urza's Power Plant,Antiquities,1,Played,Common,$.003,$0.00,$.003,$0.00,,,
Urza's Power Plant,Antiquities,1,Good (Lightly Played),Common,$.003,$0.35,$.003,$0.35,,,
Urza's Power Plant,Chronicles,1,Played,Uncommon,$.003,$0.50,$.003,$0.50,,,
Urza's Power Plant,Antiquities,1,Played,Uncommon,$.003,$0.75,$.003,$0.75,,,
Urza's Rage,Invasion,1,Near Mint,Rare,$.050,$0.90,$.050,$0.90,,,
Urza's Tower,Antiquities,1,Played,Uncommon,$.003,$0.00,$.003,$0.00,,,
Urza's Tower,Antiquities,1,Good (Lightly Played),Uncommon,$.003,$0.40,$.003,$0.40,,,
Urza's Tower,Antiquities,1,Played,Common,$.003,$0.90,$.003,$0.90,,,
Urza's Tower,Antiquities,2,Played,Uncommon,$.003,$0.00,$.006,$0.00,,,
Uthden Troll,Revised Edition,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Utopia Tree,Invasion,1,Near Mint,Rare,$.100,$1.25,$.100,$1.25,,,
Utter End,Khans of Tarkir,60,Near Mint,Rare,$.050,$0.90,$3.000,$54.00,,,
Utvara Hellkite,Return to Ravnica,3,Near Mint,MythicRare,$2.500,$4.75,$7.500,$14.25,,,
Vampire Hounds,Exodus,7,Near Mint,Common,$.003,$0.15,$.021,$1.05,,,
Vampiric Tutor,Visions,1,Near Mint,Rare,$14.750,$24.65,$14.750,$24.65,,,
Vampiric Tutor,Visions,2,Played,Rare,$16.000,$26.83,$32.000,$53.65,,,
Vampiric Tutor,Visions,2,Good (Lightly Played),Rare,$17.500,$29.00,$35.000,$58.00,,,
Vanishing,Visions,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Vaporous Djinn,Mirage,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
"Varolz, the Scar-Striped",Dragon's Maze,44,Near Mint,Rare,$.050,$0.65,$2.200,$28.60,,,
Vastwood Hydra,Magic 2014 Core Set,2,Near Mint,Rare,$.050,$0.90,$.100,$1.80,,,
Vault of the Archangel,Dark Ascension,18,Near Mint,Rare,$.500,$2.25,$9.000,$40.50,,,
Veil of Birds,Urza's Saga,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Veiled Crocodile,Urza's Saga,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Veiled Sentry,Urza's Saga,2,Near Mint,Uncommon,$.003,$0.25,$.006,$0.50,,,
Veiled Serpent,Urza's Saga,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Venarian Gold,Legends,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Vendetta,Mercadian Masques,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Vendilion Clique,Modern Masters,1,Near Mint,MythicRare,$21.000,$35.00,$21.000,$35.00,,,
Vendilion Clique,Morningtide,2,Near Mint,Rare,$21.250,$35.25,$42.500,$70.50,,,
Venerable Monk,Stronghold,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Vengeful Pharaoh,Magic 2012,2,Near Mint,Rare,$1.000,$3.50,$2.000,$7.00,,,
Venom,The Dark,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Venomous Breath,Mercadian Masques,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Venomous Dragonfly,Mercadian Masques,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Venomous Fangs,Urza's Saga,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
"Venser, Shaper Savant",Future Sight,1,Near Mint,Rare,$9.000,$17.75,$9.000,$17.75,,,
Verdant Field,Prophecy,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Verduran Emissary,Invasion,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Verduran Enchantress,Revised Edition,1,Good (Lightly Played),Rare,$.050,$0.30,$.050,$0.30,,,
Vernal Equinox,Mercadian Masques,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Veteran Warleader,Battle for Zendikar,47,Near Mint,Rare,$.050,$0.30,$2.350,$14.10,,,
Vexing Arcanix,Ice Age,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Viashino Bey,Urza's Legacy,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Viashino Grappler,Invasion,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Viashino Heretic,Urza's Legacy,1,Near Mint,Uncommon,$.003,$0.50,$.003,$0.50,,,
Viashino Outrider,Urza's Saga,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Viashino Runner,Urza's Saga,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Viashino Sandscout,Urza's Legacy,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Viashino Sandswimmer,Urza's Saga,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Viashino Warrior,Mirage,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Viashino Weaponsmith,Urza's Saga,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Vibrating Sphere,Ice Age,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Vicious Hunger,Nemesis,9,Near Mint,Common,$.003,$0.10,$.027,$0.90,,,
Vicious Kavu,Invasion,5,Near Mint,Uncommon,$.003,$0.15,$.015,$0.75,,,
Victimize,Urza's Saga,1,Near Mint,Uncommon,$.003,$0.75,$.003,$0.75,,,
Victory's Herald,Mirrodin Besieged,4,Near Mint,Rare,$.050,$0.45,$.200,$1.80,,,
Victual Sliver,Stronghold,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Vigilant Drake,Urza's Legacy,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Vigor,Lorwyn,2,Near Mint,Rare,$7.750,$15.50,$15.500,$31.00,,,
Vigorous Charge,Invasion,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Vile Redeemer,Oath of the Gatewatch,27,Near Mint,Rare,$.050,$0.30,$1.350,$8.10,,,
Vile Requiem,Urza's Saga,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Villainous Wealth,Khans of Tarkir,33,Near Mint,Rare,$.050,$0.30,$1.650,$9.90,,,
Vindicate,Apocalypse,1,Near Mint,Rare,$6.250,$12.25,$6.250,$12.25,,,
Vindicate,Apocalypse,1,Near Mint,Rare,$7.000,$14.09,$7.000,$14.09,,,
Vine Dryad,Mercadian Masques,4,Near Mint,Rare,$.050,$0.55,$.200,$2.20,,,
Vintara Elephant,Prophecy,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Vintara Snapper,Prophecy,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Viseling,Nemesis,4,Near Mint,Uncommon,$.003,$0.15,$.012,$0.60,,,
Vitalize,Classic Sixth Edition,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Vitalizing Wind,Prophecy,1,Near Mint,Rare,$.050,$0.55,$.050,$0.55,,,
Vodalian Hypnotist,Invasion,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Vodalian Knights,Fallen Empires,4,Near Mint,Rare,$.050,$0.30,$.200,$1.20,,,
Vodalian Mage,Fallen Empires,6,Near Mint,Common,$.003,$0.15,$.018,$0.90,,,
Vodalian Mage,Fallen Empires,7,Near Mint,Common,$.003,$0.15,$.021,$1.05,,,
Vodalian Mage,Fallen Empires,8,Near Mint,Common,$.003,$0.15,$.024,$1.20,,,
Vodalian Merchant,Invasion,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Vodalian Mystic,Apocalypse,8,Near Mint,Uncommon,$.003,$0.15,$.024,$1.20,,,
Vodalian Serpent,Invasion,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Vodalian Soldiers,Classic Sixth Edition,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Vodalian Soldiers,Fallen Empires,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Vodalian Soldiers,Fallen Empires,6,Near Mint,Common,$.003,$0.15,$.018,$0.90,,,
Vodalian Soldiers,Fallen Empires,6,Near Mint,Common,$.003,$0.15,$.018,$0.90,,,
Vodalian Soldiers,Fallen Empires,7,Near Mint,Common,$.003,$0.15,$.021,$1.05,,,
Vodalian War Machine,Fallen Empires,4,Near Mint,Rare,$.050,$0.30,$.200,$1.20,,,
Vodalian Zombie,Invasion,7,Near Mint,Common,$.003,$0.15,$.021,$1.05,,,
Voice of All,Planeshift,4,Near Mint,Uncommon,$.003,$0.50,$.012,$2.00,,,
Voice of Grace,Urza's Saga,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Voice of Resurgence,Dragon's Maze,1,Near Mint,MythicRare,$18.500,$30.75,$18.500,$30.75,,,
Voice of Truth,Nemesis,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Void Stalker,Magic 2013,25,Near Mint,Rare,$.050,$0.30,$1.250,$7.50,,,
Void Winnower,Battle for Zendikar,30,Near Mint,MythicRare,$.500,$2.00,$15.000,$60.00,,,
Volatile Rig,Return to Ravnica,63,Near Mint,Rare,$.050,$0.15,$3.150,$9.45,,,
Volcanic Eruption,Revised Edition,2,Near Mint,Rare,$.050,$0.30,$.100,$0.60,,,
Volcanic Geyser,Classic Sixth Edition,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Volcanic Island,Revised Edition,1,Played,Rare,$197.750,$282.63,$197.750,$282.63,,,
Volcanic Island,Revised Edition,1,Played,Rare,$215.250,$307.56,$215.250,$307.56,,,
Volcanic Island,Revised Edition,1,Heavily Played,Rare,$215.250,$307.56,$215.250,$307.56,,,
Volcanic Island,Unlimited Edition,1,Good (Lightly Played),Rare,$290.000,$414.38,$290.000,$414.38,,,
Volcanic Vision,Dragons of Tarkir,23,Near Mint,Rare,$.050,$0.30,$1.150,$6.90,,,
Volcanic Wind,Mercadian Masques,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Volcano Imp,Planeshift,7,Near Mint,Common,$.003,$0.10,$.021,$0.70,,,
Volrath the Fallen,Nemesis,4,Near Mint,Rare,$.050,$0.65,$.200,$2.60,,,
Voodoo Doll,Chronicles,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Vorapede,Dark Ascension,24,Near Mint,MythicRare,$.250,$1.50,$6.000,$36.00,,,
Vorel of the Hull Clade,Dragon's Maze,41,Near Mint,Rare,$.050,$0.75,$2.050,$30.75,,,
"Vorinclex, Voice of Hunger",New Phyrexia,1,Near Mint,MythicRare,$13.500,$22.50,$13.500,$22.50,,,
Vraska the Unseen,Return to Ravnica,4,Near Mint,MythicRare,$2.250,$4.25,$9.000,$17.00,,,
Vryn Wingmare,Magic Origins,29,Near Mint,Rare,$.050,$0.65,$1.450,$18.85,,,
Wake of Vultures,Visions,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Wall of Air,Revised Edition,4,Near Mint,Uncommon,$.003,$0.15,$.012,$0.60,,,
Wall of Bone,Revised Edition,5,Near Mint,Uncommon,$.003,$0.15,$.015,$0.75,,,
Wall of Brambles,Revised Edition,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Wall of Caltrops,Legends,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Wall of Diffusion,Tempest,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Wall of Distortion,Mercadian Masques,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Wall of Dust,Legends,2,Near Mint,Uncommon,$.003,$0.50,$.006,$1.00,,,
Wall of Earth,Legends,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Wall of Fire,Revised Edition,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Wall of Ice,Revised Edition,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Wall of Junk,Urza's Saga,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Wall of Light,Legends,1,Near Mint,Uncommon,$.003,$0.75,$.003,$0.75,,,
Wall of Nets,Exodus,1,Near Mint,Rare,$.050,$0.75,$.050,$0.75,,,
Wall of Opposition,Chronicles,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Wall of Putrid Flesh,Legends,1,Played,Uncommon,$.003,$0.75,$.003,$0.75,,,
Wall of Razors,Stronghold,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Wall of Roots,Mirage,1,Near Mint,Common,$.100,$1.50,$.100,$1.50,,,
Wall of Shadows,Legends,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Wall of Shields,Ice Age,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Wall of Spears,Antiquities,1,Near Mint,Uncommon,$.003,$0.50,$.003,$0.50,,,
Wall of Stone,Revised Edition,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Wall of Swords,Unlimited Edition,1,Near Mint,Uncommon,$.003,$0.35,$.003,$0.35,,,
Wall of Swords,Revised Edition,3,Near Mint,Uncommon,$.003,$0.15,$.009,$0.45,,,
Wall of Tears,Stronghold,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Wall of Vapor,Chronicles,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Wall of Vapor,Legends,1,Good (Lightly Played),Common,$.003,$0.15,$.003,$0.15,,,
Wall of Vapor,Legends,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Wall of Water,Revised Edition,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Wall of Wonder,Legends,1,Near Mint,Uncommon,$.003,$0.50,$.003,$0.50,,,
Wall of Wood,Revised Edition,9,Near Mint,Common,$.003,$0.10,$.027,$0.90,,,
Wallop,Invasion,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Wand of Denial,Classic Sixth Edition,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Wand of Ith,The Dark,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Wand of Ith,The Dark,1,Good (Lightly Played),Uncommon,$.003,$0.25,$.003,$0.25,,,
Wandering Eye,Nemesis,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Wandering Fumarole,Oath of the Gatewatch,11,Near Mint,Rare,$.750,$2.75,$8.250,$30.25,,,
Wandering Stream,Invasion,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Wanderlust,Revised Edition,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Wanderwine Hub,Lorwyn,4,Near Mint,Rare,$5.000,$9.75,$20.000,$39.00,,,
War Barge,The Dark,4,Near Mint,Uncommon,$.003,$0.25,$.012,$1.00,,,
War Cadence,Mercadian Masques,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
War Mammoth,Revised Edition,6,Near Mint,Common,$.003,$0.10,$.018,$0.60,,,
War Tax,Mercadian Masques,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Ward of Lights,Mirage,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Warden of the First Tree,Fate Reforged,41,Near Mint,MythicRare,$.250,$1.00,$10.250,$41.00,,,
Warmonger,Mercadian Masques,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Warning,Ice Age,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Warp Artifact,Revised Edition,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Warpath,Mercadian Masques,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Warped Devotion,Planeshift,3,Near Mint,Uncommon,$.003,$0.25,$.009,$0.75,,,
Warrior's Honor,Visions,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Warstorm Surge,Magic 2012,4,Near Mint,Rare,$.050,$0.30,$.200,$1.20,,,
Warthog,Visions,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Wash Out,Invasion,2,Near Mint,Uncommon,$.003,$0.85,$.006,$1.70,,,
Waste Not,Magic 2015 Core Set,2,Near Mint,Rare,$1.000,$4.00,$2.000,$8.00,,,
Wasteland,Tempest,4,Near Mint,Uncommon,$26.500,$52.75,$106.000,$211.00,,,
Wasteland Strangler,Battle for Zendikar,36,Near Mint,Rare,$.050,$0.65,$1.800,$23.40,,,
